,Ticker
2383,ICPT
2384,1745597D
2385,NADLQ
2386,ASTE
2387,XONE
2388,PTLA
2389,KEYS
2390,PHIKQ
2391,AVNS
2392,IBTX
2393,KE
2394,PEGI
2395,SRPT
2396,CECE
2397,BOOT
2398,CASH
2399,IOVA
2400,TRU
2401,MLAB
2402,MCRN
2403,REIS
2404,SNAK
2405,IMBI
2406,GNRT
2407,BREW
2408,ORBC
2409,UTMD
2410,ADUS
2411,TREE
2412,FRG
2413,TTPH
2414,NWLI
2415,FPRX
2416,SGRY
2417,PFGC
2418,SPB
2419,FBIZ
2420,ENTL
2421,SLRX
2422,DRNA
2423,CUNB
2424,OGS
2425,SFR
2426,INSM
2427,RARE
2428,MBUU
2429,NWHM
2430,AMKR
2431,TRUE
2432,PDSB
2433,Z
2434,EGHT
2435,MC
2436,RLGY
2437,OPB
2438,FLXS
2439,HBNC
2440,PATK
2441,TRVN
2442,CARA
2443,ITCI
2444,GWRE
2445,TBRA
2446,ATRO
2447,DERM
2448,FMSA
2449,SSTK
2450,CJESQ
2451,CBF
2452,NBHC
2453,OCX
2454,MSM
2455,WDAY
2456,NVCR
2457,ATW
2458,NEO
2459,CCP
2460,QMCO
2461,GBLI
2462,TROX
2463,BCPC
2464,NYRT
2465,SWC
2466,AGIO
2467,ALLY
2468,AXP
2469,BA
2470,HPQ
2471,FC
2472,MCD
2473,TRV
2474,RTX
2475,AIG
2476,ARG
2477,FWMHQ
2478,HES
2479,ADM
2480,BAX
2481,BBY
2482,COG
2483,CCL
2484,9876566D
2485,CLF
2486,CCEP
2487,GLW
2488,CMI
2489,TGT
2490,DE
2491,EQT
2492,1831877D
2493,FDX
2494,LNTH
2495,BEN
2496,FCX
2497,INTEQ
2498,GPS
2499,GD
2500,HOG
2501,HRL
2502,LNC
2503,L
2504,LOW
2505,NWL
2506,TFCFA
2507,HPE
2508,PHM
2509,PBI
2510,PCL
2511,QTWO
2512,AKBA
2513,PCP
2514,SLB
2515,TFC
2516,SYY
2517,TER
2518,VNCE
2519,MRO
2520,WY
2521,TAP
2522,JWN
2523,BBBY
2524,CVC
2525,ESRX
2526,FISV
2527,FITB
2528,AXDX
2529,GILD
2530,NBR
2531,VRTS
2532,AN
2533,NLOK
2534,VIAC
2535,WFM
2536,XRAY
2537,AAMC
2538,INTU
2539,MCHP
2540,CB
2541,NFX
2542,CAM
2543,COF
2544,SNDK
2545,HIG
2546,IRM
2547,PXD
2548,LLL
2549,YUM
